Rk,Team,G,MP,FG%,Dist.,per_FGA_2P,per_FGA_0-3,per_FGA_3-10,per_FGA_10-16,per_FGA_16-3P,per_FGA_3P,FGA%_2P,FGA%_0-3,FGA%_3-10,FGA%_10-16,FGA%_16-3P,FGA%_3P,FG_astd_2P,FG_astd_3P,dunk_%FGA,dunk_Md.,corner_%3PA,corner_3P%,heaves_Att.,heaves_Md.,Year
7,Denver Nuggets*,82,19780,.468,12.0,.773,.351,.110,.094,.218,.227,.500,.623,.388,.400,.401,.359,.503,.772,.066,407,.214,.400,16,0,2010
8,Detroit Pistons,82,19780,.445,11.8,.820,.319,.125,.145,.230,.180,.474,.588,.395,.414,.396,.314,.490,.890,.045,264,.322,.334,14,0,2010
9,Golden State Warriors,82,19730,.469,13.3,.762,.298,.113,.095,.256,.238,.499,.651,.367,.393,.419,.375,.481,.858,.039,262,.253,.433,20,0,2010
10,Houston Rockets,82,19905,.447,12.0,.735,.346,.134,.089,.165,.265,.481,.572,.427,.382,.388,.351,.507,.850,.031,196,.240,.395,15,0,2010
11,Indiana Pacers,82,19705,.443,13.4,.722,.280,.135,.098,.209,.278,.479,.599,.425,.403,.390,.348,.474,.926,.034,216,.189,.362,11,0,2010
12,Los Angeles Clippers,82,19705,.455,12.0,.779,.341,.113,.117,.208,.221,.490,.602,.458,.362,.394,.332,.563,.814,.046,281,.225,.366,19,0,2010
13,Los Angeles Lakers*,82,19830,.457,12.1,.773,.311,.150,.121,.191,.227,.492,.597,.436,.426,.406,.341,.497,.812,.054,344,.231,.382,18,1,2010
14,Memphis Grizzlies,82,19905,.469,10.5,.852,.370,.168,.110,.203,.148,.492,.605,.432,.383,.395,.337,.433,.860,.048,301,.223,.419,25,2,2010
15,Miami Heat*,82,19880,.458,13.0,.781,.272,.114,.140,.256,.219,.489,.641,.445,.393,.399,.346,.461,.810,.061,363,.266,.389,12,0,2010
16,Milwaukee Bucks*,82,19980,.436,13.0,.741,.288,.130,.114,.209,.259,.464,.560,.411,.375,.413,.356,.495,.851,.029,184,.285,.398,9,1,2010
17,Minnesota Timberwolves,82,19780,.449,11.5,.829,.308,.166,.146,.210,.171,.471,.606,.412,.390,.374,.341,.475,.846,.037,234,.224,.358,21,2,2010
18,New Jersey Nets,82,19780,.429,11.4,.819,.346,.126,.119,.229,.181,.454,.568,.379,.365,.368,.318,.496,.881,.054,316,.318,.361,14,3,2010
19,New Orleans Hornets,82,19830,.464,12.3,.770,.318,.121,.127,.204,.230,.495,.606,.432,.400,.418,.363,.520,.828,.031,188,.203,.423,10,0,2010
20,New York Knicks,82,19880,.455,13.4,.688,.327,.087,.071,.203,.312,.504,.614,.399,.414,.403,.346,.479,.849,.036,233,.204,.377,13,1,2010
21,Oklahoma City Thunder*,82,19805,.462,11.5,.815,.332,.125,.135,.223,.185,.490,.612,.430,.406,.393,.340,.480,.883,.064,389,.232,.333,7,0,2010
22,Orlando Magic*,82,19730,.470,13.7,.650,.301,.123,.082,.144,.350,.521,.630,.468,.408,.405,.375,.421,.837,.057,345,.282,.421,23,0,2010
23,Philadelphia 76ers,82,19805,.460,12.1,.794,.311,.127,.146,.209,.206,.491,.615,.427,.387,.416,.343,.502,.865,.061,392,.251,.399,22,1,2010
24,Phoenix Suns*,82,19730,.492,12.5,.739,.312,.135,.106,.185,.261,.520,.637,.462,.440,.409,.412,.509,.801,.064,380,.258,.443,13,1,2010
25,Portland Trail Blazers*,82,19855,.461,12.9,.785,.286,.111,.133,.255,.215,.490,.625,.425,.408,.410,.354,.494,.910,.044,263,.342,.389,27,0,2010
26,Sacramento Kings,82,19880,.456,11.6,.799,.327,.159,.094,.220,.201,.483,.610,.385,.427,.388,.349,.471,.882,.037,231,.251,.418,17,0,2010
27,San Antonio Spurs*,82,19780,.473,12.2,.768,.312,.146,.108,.203,.232,.508,.649,.431,.388,.408,.358,.514,.892,.032,198,.370,.385,11,0,2010
28,Toronto Raptors,82,19780,.482,12.6,.789,.308,.133,.111,.238,.211,.512,.640,.453,.429,.419,.371,.510,.842,.052,307,.215,.443,36,2,2010
29,Utah Jazz*,82,19755,.491,10.9,.816,.383,.121,.092,.220,.184,.519,.637,.422,.409,.415,.364,.652,.841,.064,375,.205,.453,9,0,2010
30,Washington Wizards,82,19830,.449,12.6,.817,.279,.148,.116,.274,.183,.471,.619,.359,.403,.408,.353,.474,.775,.043,277,.233,.382,14,0,2010
,League Average,82,19820,.461,12.2,.778,.320,.129,.110,.218,.222,.492,.613,.421,.400,.402,.355,.505,.847,.048,293,.258,.392,15.9,0.6,2010
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2011
1,Atlanta Hawks*,82,19730,.462,13.5,.778,.233,.175,.097,.274,.222,.494,.649,.434,.390,.436,.352,.550,.882,.045,263,.349,.380,13,1,2011
2,Boston Celtics*,82,19780,.486,12.1,.820,.313,.140,.113,.254,.180,.513,.674,.376,.445,.420,.365,.597,.882,.043,256,.260,.467,8,0,2011
3,Charlotte Bobcats,82,19805,.451,12.0,.811,.334,.145,.097,.235,.189,.480,.610,.354,.395,.410,.327,.560,.860,.045,242,.187,.373,18,0,2011
4,Chicago Bulls*,82,19830,.462,12.5,.785,.304,.151,.102,.229,.215,.489,.638,.389,.404,.397,.361,.548,.863,.052,314,.275,.373,17,0,2011
5,Cleveland Cavaliers,82,19755,.434,12.3,.776,.296,.179,.097,.203,.224,.461,.610,.355,.333,.398,.342,.542,.847,.051,312,.234,.370,7,0,2011
6,Dallas Mavericks*,82,19705,.475,13.6,.726,.240,.162,.125,.199,.274,.516,.684,.407,.423,.461,.365,.565,.905,.053,321,.293,.392,18,1,2011
7,Denver Nuggets*,82,19705,.476,12.3,.742,.349,.133,.074,.186,.258,.506,.633,.371,.378,.414,.388,.497,.875,.059,355,.286,.400,17,1,2011
8,Detroit Pistons,82,19880,.460,12.0,.811,.307,.150,.132,.222,.189,.479,.634,.376,.376,.396,.376,.507,.892,.043,246,.365,.397,18,1,2011
9,Golden State Warriors,82,19830,.461,13.0,.752,.276,.169,.093,.214,.248,.484,.656,.370,.349,.412,.392,.489,.866,.048,317,.295,.432,19,1,2011
10,Houston Rockets,82,19880,.454,12.9,.736,.263,.203,.092,.177,.264,.486,.644,.394,.405,.398,.367,.553,.851,.026,165,.227,.400,15,0,2011
11,Indiana Pacers*,82,19780,.442,13.2,.756,.245,.182,.116,.213,.244,.471,.627,.402,.397,.391,.354,.450,.892,.047,288,.203,.394,11,0,2011
12,Los Angeles Clippers,82,19855,.457,12.1,.770,.307,.199,.081,.183,.230,.493,.664,.393,.369,.368,.338,.548,.864,.085,502,.254,.319,18,0,2011
13,Los Angeles Lakers*,82,19830,.463,12.7,.780,.256,.206,.118,.199,.220,.494,.666,.428,.441,.373,.352,.527,.819,.046,287,.286,.411,22,1,2011
14,Memphis Grizzlies*,82,19880,.471,10.8,.864,.309,.244,.107,.204,.136,.492,.660,.407,.398,.388,.334,.488,.906,.042,265,.267,.389,25,0,2011
15,Miami Heat*,82,19780,.481,13.7,.765,.242,.155,.102,.267,.235,.515,.695,.458,.403,.428,.370,.479,.819,.053,308,.327,.435,11,1,2011
16,Milwaukee Bucks,82,19830,.430,12.8,.784,.268,.165,.123,.227,.216,.454,.585,.372,.381,.400,.342,.480,.882,.026,160,.299,.395,11,0,2011
17,Minnesota Timberwolves,82,19780,.441,12.7,.777,.241,.233,.099,.204,.223,.459,.611,.387,.391,.395,.376,.476,.779,.034,207,.204,.458,27,1,2011
18,New Jersey Nets,82,20005,.440,12.8,.799,.236,.213,.123,.227,.201,.464,.606,.422,.384,.398,.343,.550,.808,.052,307,.272,.353,18,1,2011
19,New Orleans Hornets*,82,19830,.459,12.8,.808,.223,.213,.136,.237,.192,.482,.657,.401,.402,.436,.360,.523,.863,.036,210,.322,.370,13,2,2011
20,New York Knicks*,82,19780,.457,13.5,.697,.265,.166,.086,.179,.303,.496,.665,.377,.382,.411,.368,.475,.821,.054,349,.270,.424,12,0,2011
21,Oklahoma City Thunder*,82,20005,.464,12.5,.788,.284,.159,.126,.218,.212,.495,.686,.354,.404,.403,.347,.488,.848,.072,443,.187,.354,11,0,2011
22,Orlando Magic*,82,19830,.461,14.1,.672,.253,.158,.096,.164,.328,.507,.671,.405,.411,.411,.366,.454,.835,.065,388,.243,.367,18,1,2011
23,Philadelphia 76ers*,82,19930,.461,12.4,.816,.258,.175,.170,.213,.184,.485,.672,.379,.412,.405,.355,.557,.831,.051,323,.244,.403,15,0,2011
24,Phoenix Suns,82,20005,.470,13.4,.729,.253,.167,.116,.193,.271,.505,.701,.385,.429,.396,.377,.531,.869,.049,299,.263,.410,15,0,2011
25,Portland Trail Blazers*,82,19805,.447,12.6,.772,.283,.168,.115,.206,.228,.477,.645,.387,.378,.376,.345,.515,.934,.046,270,.317,.391,23,0,2011
26,Sacramento Kings,82,19855,.449,12.0,.817,.265,.219,.112,.221,.183,.475,.680,.360,.401,.380,.335,.480,.879,.047,299,.286,.403,24,1,2011
27,San Antonio Spurs*,82,19780,.475,12.7,.739,.264,.201,.106,.167,.261,.503,.662,.430,.407,.400,.397,.507,.858,.029,166,.367,.421,7,0,2011
28,Toronto Raptors,82,19780,.465,11.8,.838,.325,.157,.112,.245,.162,.494,.627,.414,.439,.394,.316,.534,.872,.053,325,.234,.337,12,0,2011
29,Utah Jazz,82,19880,.465,12.1,.809,.296,.181,.111,.221,.191,.493,.652,.398,.396,.406,.346,.588,.862,.055,330,.184,.368,16,1,2011
30,Washington Wizards,82,19930,.443,12.2,.828,.281,.171,.129,.247,.172,.465,.648,.353,.382,.380,.332,.468,.890,.060,389,.292,.348,11,0,2011
,League Average,82,19836,.459,12.6,.778,.276,.178,.110,.214,.222,.487,.650,.392,.398,.403,.358,.518,.860,.049,297,.270,.394,15.7,0.5,2011
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2012
1,Atlanta Hawks*,66,16165,.454,13.2,.751,.277,.153,.074,.247,.249,.482,.630,.430,.397,.373,.370,.532,.915,.048,233,.340,.398,8,1,2012
2,Boston Celtics*,66,15940,.460,12.9,.806,.280,.116,.145,.266,.194,.483,.637,.333,.418,.420,.367,.620,.909,.049,223,.309,.439,4,0,2012
3,Charlotte Bobcats,66,15890,.414,12.8,.831,.290,.125,.108,.309,.169,.439,.592,.322,.377,.363,.295,.584,.757,.049,229,.158,.340,12,0,2012
4,Chicago Bulls*,66,15940,.452,12.6,.795,.297,.142,.116,.241,.205,.471,.605,.415,.405,.372,.375,.581,.807,.046,231,.261,.375,13,0,2012
5,Cleveland Cavaliers,66,15965,.422,11.7,.763,.326,.188,.081,.167,.238,.446,.599,.322,.326,.343,.346,.516,.836,.044,211,.236,.359,6,0,2012
6,Dallas Mavericks*,66,16065,.443,13.4,.729,.240,.167,.148,.175,.271,.482,.658,.355,.409,.422,.339,.509,.829,.051,248,.228,.350,10,0,2012
7,Denver Nuggets*,66,16040,.476,11.0,.757,.404,.151,.077,.125,.243,.522,.645,.372,.392,.386,.332,.553,.920,.078,386,.313,.361,22,1,2012
8,Detroit Pistons,66,15965,.438,11.4,.825,.329,.172,.107,.216,.175,.457,.589,.360,.375,.376,.346,.488,.849,.035,145,.239,.356,14,0,2012
9,Golden State Warriors,66,15915,.457,13.4,.752,.259,.166,.091,.236,.248,.480,.647,.343,.428,.413,.388,.516,.870,.049,241,.274,.457,13,1,2012
10,Houston Rockets,66,16065,.449,12.7,.760,.250,.202,.120,.189,.240,.477,.655,.374,.398,.403,.359,.504,.816,.036,173,.287,.435,9,0,2012
11,Indiana Pacers*,66,15990,.438,11.9,.802,.269,.219,.127,.187,.198,.455,.584,.404,.382,.379,.368,.455,.855,.038,178,.277,.363,12,1,2012
12,Los Angeles Clippers*,66,15965,.455,13.7,.731,.256,.159,.083,.234,.269,.490,.663,.408,.403,.389,.357,.500,.823,.088,407,.288,.357,10,0,2012
13,Los Angeles Lakers*,66,16065,.457,12.5,.791,.258,.212,.117,.205,.209,.491,.671,.400,.397,.414,.326,.575,.820,.062,307,.283,.346,9,1,2012
14,Memphis Grizzlies*,66,15940,.447,11.7,.843,.298,.192,.134,.219,.157,.470,.628,.386,.384,.381,.326,.491,.852,.049,231,.226,.370,20,1,2012
15,Miami Heat*,66,16040,.469,12.1,.802,.309,.157,.119,.218,.198,.496,.650,.397,.442,.381,.359,.485,.841,.066,310,.330,.365,5,1,2012
16,Milwaukee Bucks,66,15865,.443,12.4,.776,.308,.146,.120,.202,.224,.471,.610,.354,.393,.390,.345,.578,.817,.030,154,.242,.366,8,0,2012
17,Minnesota Timberwolves,66,15940,.433,12.7,.738,.310,.157,.086,.186,.262,.469,.620,.342,.335,.388,.332,.474,.841,.041,206,.256,.360,9,0,2012
18,New Jersey Nets,66,15890,.425,13.8,.722,.255,.134,.126,.207,.278,.457,.570,.414,.396,.384,.342,.519,.789,.042,194,.267,.347,8,1,2012
19,New Orleans Hornets,66,15940,.451,11.8,.848,.267,.207,.149,.225,.152,.472,.625,.390,.408,.407,.333,.564,.834,.039,190,.266,.372,4,0,2012
20,New York Knicks*,66,15940,.443,13.0,.712,.316,.130,.085,.181,.288,.487,.648,.317,.371,.381,.336,.477,.865,.075,364,.245,.350,12,0,2012
21,Oklahoma City Thunder*,66,15990,.471,12.6,.748,.294,.148,.130,.175,.252,.509,.671,.378,.389,.436,.358,.419,.828,.078,377,.183,.411,9,0,2012
22,Orlando Magic*,66,15965,.441,13.9,.654,.286,.153,.063,.152,.346,.475,.636,.371,.330,.338,.375,.474,.836,.050,232,.216,.420,8,0,2012
23,Philadelphia 76ers*,66,15915,.448,12.5,.825,.232,.182,.187,.225,.175,.466,.642,.395,.405,.393,.362,.553,.799,.043,219,.208,.325,5,0,2012
24,Phoenix Suns,66,15840,.458,13.3,.762,.253,.165,.118,.226,.238,.494,.678,.388,.384,.424,.343,.549,.811,.037,191,.238,.354,11,0,2012
25,Portland Trail Blazers,66,15965,.443,13.0,.745,.294,.139,.097,.216,.255,.477,.606,.391,.370,.404,.346,.483,.879,.035,175,.306,.397,15,0,2012
26,Sacramento Kings,66,15915,.436,11.8,.772,.306,.219,.076,.172,.228,.471,.640,.362,.353,.362,.316,.456,.783,.043,219,.268,.341,12,1,2012
27,San Antonio Spurs*,66,15940,.478,12.4,.743,.278,.203,.099,.164,.257,.507,.677,.395,.429,.407,.393,.508,.873,.027,129,.315,.415,6,0,2012
28,Toronto Raptors,66,15965,.440,13.1,.791,.271,.151,.106,.263,.209,.467,.633,.402,.383,.366,.340,.562,.858,.048,218,.241,.340,12,0,2012
29,Utah Jazz*,66,16165,.456,11.2,.847,.287,.238,.118,.204,.153,.480,.672,.420,.333,.365,.323,.529,.908,.064,319,.198,.329,12,0,2012
30,Washington Wizards,66,15865,.441,12.2,.804,.299,.167,.109,.227,.196,.470,.661,.339,.347,.376,.320,.467,.858,.072,384,.294,.389,6,1,2012
,League Average,66,15966,.448,12.5,.774,.287,.169,.110,.208,.226,.477,.634,.378,.388,.388,.349,.518,.843,.050,244,.261,.376,10.1,0.3,2012
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2013
1,Atlanta Hawks*,82,19855,.464,13.4,.714,.281,.152,.073,.208,.286,.501,.678,.382,.387,.389,.371,.585,.874,.052,323,.264,.426,12,0,2013
2,Boston Celtics*,81,19840,.465,12.9,.785,.287,.130,.128,.239,.215,.494,.623,.357,.446,.439,.358,.555,.914,.043,258,.339,.399,22,0,2013
3,Brooklyn Nets*,82,19855,.450,12.6,.731,.272,.203,.102,.154,.269,.484,.623,.405,.397,.400,.357,.484,.871,.041,249,.349,.395,12,0,2013
4,Charlotte Bobcats,82,19805,.425,12.2,.790,.319,.147,.111,.212,.210,.448,.577,.323,.373,.380,.335,.507,.838,.051,298,.208,.402,15,0,2013
5,Chicago Bulls*,82,19830,.437,12.2,.811,.306,.139,.140,.226,.189,.456,.615,.333,.376,.367,.353,.610,.839,.039,240,.229,.359,11,0,2013
6,Cleveland Cavaliers,82,19730,.434,12.4,.771,.294,.174,.116,.188,.229,.460,.584,.352,.385,.411,.346,.509,.821,.057,338,.211,.338,12,1,2013
7,Dallas Mavericks,82,19980,.462,13.0,.764,.242,.179,.160,.182,.236,.489,.627,.432,.412,.431,.372,.538,.860,.031,196,.232,.363,18,0,2013
8,Denver Nuggets*,82,19905,.478,10.4,.783,.415,.172,.080,.115,.217,.516,.655,.368,.347,.352,.343,.551,.862,.100,642,.345,.351,21,0,2013
9,Detroit Pistons,82,19805,.449,11.1,.783,.370,.172,.072,.169,.217,.474,.609,.347,.340,.366,.356,.514,.926,.054,320,.267,.356,16,0,2013
10,Golden State Warriors*,82,19805,.458,13.5,.761,.242,.173,.118,.229,.239,.475,.650,.361,.391,.418,.403,.542,.769,.045,284,.226,.461,21,1,2013
11,Houston Rockets*,82,19780,.461,12.8,.651,.341,.156,.048,.106,.349,.511,.653,.350,.338,.372,.366,.520,.841,.066,415,.290,.392,11,2,2013
12,Indiana Pacers*,81,19590,.436,12.7,.755,.271,.190,.116,.178,.245,.465,.612,.399,.375,.371,.347,.513,.847,.048,283,.251,.364,23,0,2013
13,Los Angeles Clippers*,82,19730,.478,13.0,.735,.281,.170,.089,.195,.265,.522,.677,.460,.432,.392,.358,.556,.877,.092,557,.334,.381,9,0,2013
14,Los Angeles Lakers*,82,19755,.458,13.3,.697,.281,.170,.089,.158,.303,.503,.649,.396,.424,.402,.355,.518,.859,.057,356,.257,.375,19,0,2013
15,Memphis Grizzlies*,82,19805,.444,11.5,.834,.304,.196,.125,.210,.166,.463,.583,.383,.405,.400,.345,.533,.885,.044,255,.287,.396,12,0,2013
16,Miami Heat*,82,19880,.496,13.2,.715,.297,.127,.099,.192,.285,.536,.704,.401,.387,.441,.396,.522,.866,.066,392,.384,.433,6,0,2013
17,Milwaukee Bucks*,82,19830,.435,12.2,.768,.320,.143,.122,.183,.232,.457,.589,.331,.391,.369,.360,.548,.817,.040,269,.234,.384,9,0,2013
18,Minnesota Timberwolves,82,19730,.439,12.3,.780,.331,.139,.083,.227,.220,.477,.613,.328,.415,.393,.305,.592,.798,.051,313,.226,.345,10,0,2013
19,New Orleans Hornets,82,19780,.448,12.1,.776,.298,.208,.095,.175,.224,.473,.614,.379,.371,.402,.363,.521,.858,.056,329,.176,.382,16,0,2013
20,New York Knicks*,82,19730,.448,14.6,.646,.280,.096,.083,.188,.354,.487,.613,.372,.380,.407,.376,.398,.833,.049,302,.236,.377,30,2,2013
21,Oklahoma City Thunder*,82,19830,.481,12.6,.756,.294,.146,.130,.186,.244,.514,.677,.389,.437,.409,.377,.492,.851,.071,418,.252,.440,13,1,2013
22,Orlando Magic,82,19780,.448,12.6,.777,.289,.166,.116,.206,.223,.482,.622,.425,.394,.382,.329,.563,.820,.040,246,.228,.371,6,0,2013
23,Philadelphia 76ers,82,19755,.444,12.7,.791,.263,.153,.147,.228,.209,.466,.620,.381,.409,.381,.360,.560,.855,.036,236,.300,.381,11,0,2013
24,Phoenix Suns,82,19805,.443,12.7,.790,.281,.158,.113,.237,.210,.473,.646,.345,.380,.396,.330,.564,.831,.036,226,.276,.366,12,0,2013
25,Portland Trail Blazers,82,19855,.448,13.6,.716,.284,.126,.095,.211,.284,.486,.620,.381,.426,.394,.353,.529,.816,.059,359,.239,.397,13,0,2013
26,Sacramento Kings,82,19830,.447,12.2,.757,.291,.211,.082,.172,.243,.474,.630,.392,.385,.354,.363,.491,.807,.040,247,.265,.384,15,1,2013
27,San Antonio Spurs*,82,19880,.481,12.5,.736,.298,.178,.096,.163,.264,.519,.663,.411,.433,.423,.376,.572,.905,.034,207,.350,.412,12,0,2013
28,Toronto Raptors,82,19980,.446,13.5,.751,.239,.169,.123,.220,.249,.480,.655,.427,.404,.372,.343,.541,.809,.057,353,.210,.355,9,0,2013
29,Utah Jazz,82,19880,.454,12.5,.794,.274,.192,.105,.224,.206,.477,.662,.377,.375,.383,.366,.554,.893,.052,318,.219,.378,16,0,2013
30,Washington Wizards,82,19855,.435,13.1,.777,.238,.177,.145,.216,.223,.455,.623,.393,.371,.377,.365,.543,.901,.047,296,.330,.457,8,0,2013
,League Average,82,19817,.453,12.6,.757,.293,.164,.107,.193,.243,.483,.631,.381,.395,.393,.359,.535,.851,.052,318,.268,.390,14.0,0.3,2013
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2014
1,Atlanta Hawks*,82,19830,.458,13.4,.684,.263,.174,.102,.145,.316,.502,.643,.409,.419,.413,.363,.598,.870,.026,154,.268,.386,13,1,2014
2,Boston Celtics,82,19730,.435,13.3,.749,.273,.148,.109,.219,.251,.470,.608,.348,.424,.402,.333,.510,.852,.039,239,.242,.390,15,0,2014
3,Brooklyn Nets*,82,19880,.459,13.6,.699,.256,.171,.112,.160,.301,.497,.642,.413,.427,.405,.369,.491,.880,.052,309,.243,.391,20,0,2014
4,Charlotte Bobcats*,82,19905,.442,12.6,.781,.290,.151,.122,.218,.219,.468,.607,.414,.409,.352,.351,.539,.874,.040,253,.209,.371,17,0,2014
5,Chicago Bulls*,82,19930,.432,12.7,.778,.297,.148,.112,.222,.222,.456,.597,.334,.373,.392,.348,.611,.854,.035,210,.220,.383,20,3,2014
6,Cleveland Cavaliers,82,19930,.437,12.8,.764,.269,.170,.128,.197,.236,.461,.583,.388,.394,.402,.356,.513,.820,.045,278,.252,.373,19,0,2014
7,Dallas Mavericks*,82,19830,.474,13.2,.726,.262,.156,.135,.173,.274,.508,.655,.418,.426,.428,.384,.520,.861,.047,308,.199,.412,15,0,2014
8,Denver Nuggets,82,19755,.447,12.5,.722,.309,.182,.080,.150,.278,.481,.634,.373,.351,.366,.358,.518,.813,.066,425,.240,.416,20,0,2014
9,Detroit Pistons,82,19780,.447,11.1,.778,.356,.197,.068,.157,.222,.483,.640,.344,.369,.348,.321,.493,.779,.052,342,.251,.396,24,0,2014
10,Golden State Warriors*,82,19830,.462,13.4,.709,.264,.176,.100,.169,.291,.496,.654,.394,.396,.412,.380,.540,.753,.055,363,.240,.413,21,0,2014
11,Houston Rockets*,82,19830,.472,11.9,.670,.341,.214,.049,.065,.330,.529,.663,.405,.391,.343,.358,.472,.834,.078,481,.230,.389,11,1,2014
12,Indiana Pacers*,82,19780,.449,13.0,.765,.249,.188,.124,.205,.235,.477,.611,.418,.382,.425,.357,.498,.831,.030,180,.246,.406,14,0,2014
13,Los Angeles Clippers*,82,19755,.474,13.8,.709,.267,.137,.097,.208,.291,.525,.707,.408,.422,.415,.352,.568,.847,.081,496,.286,.401,11,1,2014
14,Los Angeles Lakers,82,19705,.450,13.5,.709,.247,.177,.116,.169,.291,.478,.640,.407,.392,.375,.381,.569,.854,.045,283,.239,.405,6,0,2014
15,Memphis Grizzlies*,82,19805,.464,11.3,.829,.301,.223,.115,.191,.171,.487,.631,.411,.420,.390,.353,.526,.894,.036,222,.280,.368,17,1,2014
16,Miami Heat*,82,19880,.501,12.8,.708,.330,.127,.084,.168,.292,.558,.697,.467,.433,.413,.364,.509,.880,.064,383,.372,.429,5,1,2014
17,Milwaukee Bucks,82,19880,.438,12.1,.769,.314,.168,.106,.182,.231,.464,.584,.365,.389,.392,.353,.547,.812,.038,232,.182,.375,5,0,2014
18,Minnesota Timberwolves,82,19855,.444,12.1,.755,.334,.157,.091,.174,.245,.478,.619,.386,.348,.358,.341,.564,.838,.042,278,.224,.332,14,1,2014
19,New Orleans Pelicans,82,19855,.459,11.5,.807,.332,.183,.107,.184,.193,.479,.598,.370,.419,.409,.373,.506,.866,.050,305,.231,.382,20,0,2014
20,New York Knicks,82,19855,.449,14.4,.698,.252,.112,.111,.222,.302,.482,.628,.355,.412,.417,.372,.450,.818,.055,342,.207,.394,21,0,2014
21,Oklahoma City Thunder*,82,19805,.471,13.0,.729,.282,.149,.131,.167,.271,.512,.668,.391,.434,.418,.361,.521,.715,.071,445,.239,.353,17,0,2014
22,Orlando Magic,82,19955,.445,13.1,.765,.277,.152,.103,.232,.235,.474,.601,.385,.434,.399,.353,.523,.783,.036,230,.284,.359,14,0,2014
23,Philadelphia 76ers,82,19855,.435,11.4,.742,.353,.190,.087,.111,.258,.477,.601,.356,.374,.373,.312,.507,.879,.043,282,.193,.331,13,3,2014
24,Phoenix Suns,82,19755,.463,13.1,.700,.290,.149,.118,.143,.300,.503,.648,.374,.430,.403,.372,.388,.824,.050,305,.273,.404,16,0,2014
25,Portland Trail Blazers*,82,19855,.450,13.9,.710,.258,.133,.110,.208,.290,.481,.628,.368,.387,.422,.372,.523,.816,.041,269,.252,.390,10,0,2014
26,Sacramento Kings,82,19830,.447,12.3,.782,.249,.239,.106,.188,.218,.479,.665,.391,.412,.382,.333,.463,.760,.056,338,.205,.374,8,1,2014
27,San Antonio Spurs*,82,19755,.486,12.6,.743,.287,.185,.090,.181,.257,.517,.673,.437,.389,.413,.397,.554,.872,.033,204,.299,.410,11,0,2014
28,Toronto Raptors*,82,19955,.445,13.6,.715,.226,.206,.103,.181,.285,.475,.642,.417,.402,.372,.372,.501,.835,.043,260,.259,.388,12,2,2014
29,Utah Jazz,82,19780,.444,12.7,.763,.281,.177,.106,.199,.237,.474,.653,.367,.374,.372,.344,.486,.910,.052,314,.244,.393,21,0,2014
30,Washington Wizards*,82,20055,.459,13.2,.754,.273,.143,.116,.221,.246,.485,.676,.374,.366,.384,.380,.525,.895,.046,305,.306,.401,14,1,2014
,League Average,82,19841,.454,12.8,.741,.286,.169,.105,.180,.259,.488,.636,.390,.401,.395,.360,.518,.837,.048,301,.248,.390,14.8,0.5,2014
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2015
1,Atlanta Hawks*,82,19730,.466,12.7,.679,.291,.157,.080,.151,.321,.506,.635,.393,.386,.441,.380,.591,.918,.038,225,.275,.421,3,0,2015
2,Boston Celtics*,82,19880,.443,12.8,.720,.280,.144,.103,.193,.280,.488,.621,.384,.407,.416,.327,.565,.877,.041,267,.204,.374,16,0,2015
3,Brooklyn Nets*,82,19930,.451,11.9,.760,.269,.213,.115,.163,.240,.489,.615,.444,.408,.397,.331,.488,.887,.040,243,.285,.389,24,0,2015
4,Chicago Bulls*,82,19880,.442,12.2,.731,.312,.156,.100,.163,.269,.474,.586,.392,.372,.401,.353,.525,.842,.038,237,.218,.388,18,2,2015
5,Charlotte Hornets,82,19905,.420,12.8,.774,.263,.153,.124,.234,.226,.450,.572,.382,.389,.390,.318,.521,.791,.032,202,.176,.389,16,0,2015
6,Cleveland Cavaliers*,82,19780,.458,12.8,.666,.295,.155,.092,.124,.334,.504,.647,.360,.387,.432,.367,.509,.803,.064,393,.289,.365,4,1,2015
7,Dallas Mavericks*,82,19880,.463,12.8,.704,.288,.140,.094,.182,.296,.509,.659,.382,.420,.417,.352,.482,.857,.057,364,.229,.393,10,1,2015
8,Denver Nuggets,82,19880,.433,12.3,.716,.299,.176,.090,.152,.284,.476,.622,.351,.396,.379,.325,.506,.839,.057,358,.236,.344,22,1,2015
9,Detroit Pistons,82,19830,.432,11.8,.710,.324,.192,.065,.128,.290,.468,.600,.329,.382,.386,.344,.512,.815,.043,273,.240,.396,20,0,2015
